relative_path,quotation_number,qn_confidence,boq_status
2606G016\2606G016 OFFER FOR CEMS GAS ANALYSER SYSTEM SMELTER 1 UPGRADATION PROJECT.txt,2606G016,HIGH,FOUND
AKAI2502PD660021\AKAI2502PD660021_NOOR Sun Quote.txt,AKAI2502PD660021,HIGH,FOUND
AKAI2603004\TECHNO-COMMERCIAL PROPOSAL Q26AKAI 0077_ENOC R1.txt,Q26AKA0077,HIGH,FOUND
Q2110E136R5\OFFER-Q2110E136R5-TSL JSR-LD1 Extractive Laser O2 analyser for Common Duct_LD1.txt,Q2110E136R5,HIGH,NOT_FOUND
Q2301E002\9045_Offer#Q2301E002R4_JSPL_TECHNOCOMMERCIAL.txt,Q2301E002R4,HIGH,FOUND
Q2308E115\Q2308E115R1_Vedanta_PCI.txt,Q2308E115R1,HIGH,FOUND
Q2308E115\Q2308E115R2_Vedanta_PCI.txt,Q2308E115R2,HIGH,FOUND
Q23G10021\Annexure.txt,,LOW,NOT_FOUND
Q23G10021\ANNEXURE_1.txt,,LOW,NOT_FOUND
Q23G10021\Q23G10021R2_L&T ALGERIA.txt,Q23G10021R2,HIGH,NOT_FOUND
Q23G10021\Q23G10021R6_L&T_ALGERIA PROJECT.txt,Q23G10021R6,HIGH,NOT_FOUND
Q2403C017R3\OFFER-Q2403C017R4-FACT-LDS SPARES.txt,Q2403C017R4,HIGH,NOT_FOUND
Q2403C017R5\PRICED OFFER-Q2403C017R5-FACT-LDS SPARES_7081169.txt,Q2403C017R5,HIGH,FOUND
Q2403N043R1\PRICED OFFER-Q2403N043R1-KFL-COOLER-P064000302.txt,,LOW,FOUND
Q2407E105\OFFER _Q2407E105R2_CECON_JSW_TECHNICAL_COMMERCIAL.txt,Q2407E105R2,HIGH,FOUND
Q2407X009\BOM_Q2407X009R1_Gas Analysis_Silyzer 300_50Hz.txt,,LOW,NOT_FOUND
Q2407X010\Offer#Q2407X010R4_Gas analyser_system_Techno_commercial_offer.txt,Q2407X010R4,HIGH,FOUND
Q2408E115\Offer#Q2408E115R2_Vrinda_O2_Measurement_system_Techno_commercial_offer.txt,Q2408E115R2,HIGH,FOUND
Q2408E115\OFFER#Q2408E115R3_Vrinda engineers_Tehno commercial.txt,Q2408E115R3,HIGH,FOUND
Q2408E115\OFFER#Q2408E115R4_Vrinda engineers_Tehnical.txt,Q2408E115R4,HIGH,FOUND
Q2408E115\OFFER#Q2408E115R5_Vrinda engineers_Tehnical.txt,Q2408E115R5,HIGH,FOUND
Q2408E115\OFFER#Q2408E115R6_Vrinda engineers_Tehnical.txt,Q2408E115R6,HIGH,FOUND
Q2408E115\OFFER#Q2408E115R7_Vrinda engineers_Tehno commercial.txt,Q2408E115R7,HIGH,FOUND
Q2408G009\Offer#Q2408G009_RIL_HMD_TECHNICAL.txt,Q2408G009,HIGH,FOUND
Q2408G009\Offer#Q2408G009R2_RIL_HMD_TECHNOCOMMERCIAL.txt,Q2408G009R2,HIGH,FOUND
Q2409E119\Offer#Q2410E137_MGM_AAQMS_Techno_commercial_offer.txt,Q2410E137,HIGH,FOUND
Q2409H041\Q2409H041_NMDC_AAQMS.txt,Q2409H041,HIGH,FOUND
Q2409N077\OFFER# _Q2409N077R1_ JK CEMENT MANGROL_TECHNICAL_COMMERCIAL.txt,Q2409N077R1,HIGH,FOUND
Q2409N077\OFFER#Q2409N077R2_ J.K.CEMENT WORKS _TECHNO COMMERCIAL.txt,Q2409N077R2,HIGH,FOUND
Q2410B022\OFFER#_Q2410B022_BMM ISPAT _TECHNICAL.txt,Q2410B022,HIGH,FOUND
Q2410B022\OFFER#_Q2410B022R1_BMM ISPAT _TECHNICAL_COMMERCIAL.txt,Q2410B022R1,HIGH,FOUND
Q2410H046\OFFER#_Q2410H046R1_PENNA CEMENT_TECHNICAL_COMMERCIAL.txt,Q2410H046R1,HIGH,FOUND
Q2410N080\OFFER#Q2410N080R3_Pakka Packaging_Technical.txt,Q2410N080R3,HIGH,FOUND
Q2410N083\OFFER#_Q2410N083R2_ ASVA ENTERPRISES _Techno commercial.txt,Q2410N083R2,HIGH,FOUND
Q2410N086\Q2410N086R3_SMS India_SAIL Bokaro.txt,Q2410N086R3,HIGH,FOUND
Q2410N086\Q2410N086R4_SMS India_SAIL Bokaro.txt,Q2410N086R4,HIGH,FOUND
Q2410N087\Q2410N087_UTCL Aditya Cement Works_PCO.txt,Q2410N087,HIGH,FOUND
Q2411E152\Offer#Q2505C013_NTECL_H2_PURITY.txt,Q2505C013,HIGH,FOUND
Q2411E152\Offer#Q2505C013R1_NTECL_H2_PURITY.txt,Q2505C013R1,HIGH,FOUND
Q2411G015\Q2411G015R1_JindalSawLtd_CO_O2_PCI.txt,Q2411G015R1,HIGH,FOUND
Q2411G015\Q2411G015R2_JindalSawLtd_CO_O2_PCI.txt,Q2411G015R2,HIGH,FOUND
Q2411G015\Q2411G015R3_JindalSawLtd_CO_O2_PCI.txt,Q2411G015R3,HIGH,FOUND
Q2411N089\OFFER#Q2411N089R2_ACC GAGAL_TECHNO_COMMERCIAL.txt,Q2411N089R2,HIGH,FOUND
Q2411N089R1\8872_1200989746.txt,,LOW,FOUND
Q2411N090\Offer#Q2411N090R1_AIR LIQUIDE__TECHNICAL.txt,Q2411N090R1,HIGH,FOUND
Q2411N090\Offer#Q2411N090R2_AIR LIQUIDE__TECHNICAL.txt,Q2411N090R2,HIGH,FOUND
Q2411N090\Offer#Q2411N090R3_AIR LIQUIDE__TECHNOCOMMERCIAL.txt,Q2411N090R3,HIGH,FOUND
Q2412C036\OFFER#_Q2412C036 _JSW SALEM _TECHNICAL.txt,Q2412C036,HIGH,FOUND
Q2412C036\OFFER#_Q2412C036R1 _JSW SALEM _Techno_commercial_offer.txt,,LOW,FOUND
Q2412C036\OFFER#_Q2412C036R2 _JSW SALEM _TECHNICAL.txt,Q2412C036R2,HIGH,FOUND
Q2412C036\OFFER#_Q2412C036R3 _JSW SALEM _TECHNICAL.txt,Q2412C036R3,HIGH,FOUND
Q2412C037\Q2412C037_NPCIL_H2.txt,Q2412C037,HIGH,FOUND
Q2412E155\Offer#Q2412E155_TSL_JSR_Sample Handling system & purification unit for Laser O2 analyser at COB_Commercial.txt,Verbal,HIGH,FOUND
Q2412E155\Offer#Q2412E155R1_TSL_JSR_Sample Handling system  purification unit for Laser O2 analyser at COB_Commercial.txt,Verbal,HIGH,FOUND
Q2412E155\Offer#Q2412E155R2_TSL_JSR_Sample Handling system  purification unit for Laser O2 analyser at COB_Commercial.txt,Verbal,HIGH,FOUND
Q2412E157\OFFER#Q2412E157R3_Narsingh Ispat _Techno commercial.txt,Q2412E157R3,HIGH,FOUND
Q2412E159\Offer#Q2412E159_ADARSHA_AUTOMATION & CONTROLS_TECHNO_COMMERCIAL.txt,Q2412E159,HIGH,FOUND
Q2412E165\Offer#Q2412E165R1_NINL_CEMS_AAQMS & EQMS_TECHNICAL_.txt,Q2412E165R1,HIGH,FOUND
Q2412E165\Offer#Q2412E165R6_NINL_CEMS_AAQMS & EQMS_TECHNICAL_.txt,Q2412E165R6,HIGH,FOUND
Q2412G016\Q2412G016R1_tKis_GNFC.txt,Q2412G016R1,HIGH,FOUND
Q2412G016\Q2412G016R2_tKis_GNFC.txt,Q2412G016R2,HIGH,FOUND
Q2412G016\Q2412G016R3_tKis_GNFC..txt,Q2412G016R3,HIGH,FOUND
Q2412G016\Q2412G016R4_TKIS_GNFC_TECHNICAL.txt,Q2412G016R4,HIGH,FOUND
Q2412G016\Q2412G016R5_TKIS_GNFC_TECHNICAL.txt,Q2412G016R5,HIGH,FOUND
Q2412G016\Q2412G016R6_TKIS_GNFC_TECHNICAL DATED 25.07.25.txt,Q2412G016R6,HIGH,FOUND
Q2412G017\Q2412G017_Nayara Energy_BTEX.txt,Q2412G017,HIGH,FOUND
Q2412H052\Andhra Cement - Kiln Inlet system final offer.txt,Q2412H052,HIGH,FOUND
Q2412N094\Q2412N094_JSPL_DRI.txt,Q2412N094,HIGH,FOUND
Q2412N094\Q2412N094R1_JSPL_DRI.txt,Q2412N094R1,HIGH,FOUND
Q2412N094\Q2412N094R3_JSPL_DRI.txt,Q2412N094R3,HIGH,FOUND
Q2412N095\SMS INDIA.txt,,LOW,NOT_FOUND
Q2412N096\Offer#Q2412N096_ISGEC_CEMS_TECHNICAL_.txt,Q2412N096,HIGH,FOUND
Q2412X025\Offer#Q2412X025_Kiln inlet gas analyser system_SEB _Technical offer..txt,Q2412X025,HIGH,FOUND
Q24AKIC10046\Q24AKIC10046R1_YANSAB.txt,Q24AKIC10046R1,HIGH,FOUND
Q24G10036\Q23G10036_RIL_VMD_AR3003_GC Upgradation - Technical.txt,,LOW,FOUND
Q24G10036\Q23G10036R1_RIL_VMD_AR3003_GC Upgradation - Technical.txt,,LOW,FOUND
Q24G10036\Q23G10036R2_RIL_VMD_AR3003_GC Upgradation - Technical.txt,,LOW,FOUND
Q24G10036\Q23G10036R3_RIL_VMD_AR3003_GC Upgradation - Technical.txt,,LOW,FOUND
Q24G10050\Q24G10050_RIL HMD_Cracker GC-Offer.txt,,LOW,FOUND
Q24G10050\Q24G10050R1_RIL HMD_Cracker GC_Techno Commercial_26.03.2025.txt,,LOW,FOUND
Q24G10050\Q24G10050R2_RIL HMD_Cracker GC_Techno Commercial_26.03.2025.txt,Q24G10050R2,HIGH,FOUND
Q24G10050\Q24G10069_RIL_HMD_MEG GC Upgradation.txt,,LOW,FOUND
Q24G10050\Q24G10069R1_RIL_HMD_MEG GC Upgradation.txt,Q24G10069R1,HIGH,FOUND
Q24G10050\Q24G10069R2_RIL_HMD_MEG GC Upgradation.txt,Q24G10069R2,HIGH,FOUND
Q24G10050\Q24G10069R3_RIL_HMD_MEG GC Upgradation - Commercial.txt,Q24G10069R3,HIGH,FOUND
Q24G10050\Q24G10069R4_RIL_HMD_MEG GC Upgradation - Commercial.txt,Q24G10069R4,HIGH,FOUND
Q24G10050\Q24G10069R5_RIL_HMD_MEG GC Upgradation - Commercial.txt,Q24G10069R5,HIGH,FOUND
Q24G10063\Q24G10063_RIL_VMD_1000168311.txt,Q24G10063,HIGH,NOT_FOUND
Q24G10068\Q24G10068_Ril_DMD_HDP Plant.txt,,LOW,FOUND
Q24G10068\Q24G10068R1_Ril_DMD_HDP Plant.txt,Q24W10068,HIGH,NOT_FOUND
Q24G10068\Q24G10068R2_Ril_DMD_HDP Plant.txt,Q24W10068,HIGH,NOT_FOUND
Q24G10068\Q24G10068R3_Ril_DMD_HDP Plant.txt,Q24W10068R3,HIGH,NOT_FOUND
Q24G10068\Q24G10068R4_Ril_DMD_HDP Plant.txt,Q24W10068R4,HIGH,NOT_FOUND
Q24G10068\Q24G10068R5_Ril_DMD_HDP Plant.txt,Q24W10068R5,HIGH,NOT_FOUND
Q24G10070\Q24G10070_Aromatic GC Upgradation_RIL JMD.txt,Q24G10070,HIGH,FOUND
Q24G10070\Q24G10070R1_Aromatic GC Upgradation_RIL JMD.txt,Q24G10070R1,HIGH,FOUND
Q24G10070\Q24G10070R2_Aromatic GC Upgradation_RIL JMD.txt,Q24G10070R2,HIGH,FOUND
Q24G10070\Q24G10070R3_Aromatic GC Upgradation_RIL JMD_Commercial 18032025.txt,Q24G10070R2,HIGH,FOUND
Q24G10070\Q24G10070R4_Aromatic GC Upgradation_RIL JMD_1000215160_Commercial.txt,Q24G10070R4,HIGH,FOUND
Q24G10070\Q24G10070R5_Aromatic GC Upgradation_RIL JMD_1000215160_Commercial.txt,Q24G10070R5,HIGH,FOUND
Q24G10074\Q24G10074_RIL_DMD_Technical Offer.txt,Q24G10074,HIGH,FOUND
Q24G10074\Q24G10074R1_RIL_DMD.txt,Q24G10074R1,HIGH,FOUND
Q24G10074\Q24G10074R2_RIL_DMD_TechnoCommercial.txt,Q24G10074R2,HIGH,FOUND
Q24G10074\Q24G10074R3_RIL_DMD_Commercial.txt,Q24G10074R3,HIGH,FOUND
Q24G10074\Q24G10074R4_RIL_DMD_Commercial.txt,Q24G10074R4,HIGH,FOUND
Q24G10074\Q24G10074R5_RIL_DMD_Commercial.txt,Q24G10074R5,HIGH,FOUND
Q24G10075\Q24G10074R1_Nayara Technical Offer.txt,Q24G10074R1,HIGH,FOUND
Q24N10058\Q24N10058R1_GC Replacement_HMEL_070225.txt,Q24N10058R1,HIGH,NOT_FOUND
Q24N10062\Q24N10062R1_T.EN_RIL_NMD_28.01.2025.txt,Q24N10062R1,HIGH,NOT_FOUND
Q24N10063\Q24N10063R1_Bechtel_RIL DMD.txt,Q24N10063R1,HIGH,NOT_FOUND
Q24N10063\Q24N10063R2_Bechtel_RIL DMD.txt,Q24N10063R2,HIGH,NOT_FOUND
Q24N10063\Q24N10063R3_Bechtel_RIL DMD.txt,Q24N10063R3,HIGH,NOT_FOUND
Q24N10063\Q24N10063R4_Bechtel_RIL DMD.txt,Q24N10063R4,HIGH,NOT_FOUND
Q24N10063\Q24N10063R5_Commercial offer_Bechtel_RIL DMD.txt,Q24N10063R5,HIGH,NOT_FOUND
Q24N10063\Q24N10063R6_Commercial offer_Bechtel_RIL DMD.txt,Q24N10063R6,HIGH,NOT_FOUND
Q24S10048\Q24S10048R1_HPCL UOP O2 analyser_07.05.2025.txt,Q24S10063,HIGH,FOUND
Q24S10049\Q24S10049R1_Megha_PRU unit_ IOCL Barauni - Technical.txt,,LOW,NOT_FOUND
Q24S10056\Q24S10056_MEGHA_EPCC_CO+CO2+O2_TECHNO COMMERCIAL.txt,,LOW,FOUND
Q24S10070\Compliance to BOQ.txt,Q24S10070_Tender,HIGH,FOUND
Q24S10070\MEIL - AMADAS final price offer.txt,Q24S10070R1,HIGH,FOUND
Q24S10070\Q24S10070R1_AMADAS_IOCLPARADEEP_Commercial.txt,Q24S10070R1,HIGH,FOUND
Q24S10073\ATC Docs 4_Technical.txt,,LOW,NOT_FOUND
Q24S10073\Q24S10073_HPCL Visakh.txt,Q24S10073,HIGH,FOUND
Q24S10074\Q24S10074_VOC_GC.txt,Q24S10074,HIGH,FOUND
Q24W10071\Q24W10071_RIL_VMD_PP GC - Offer..txt,,LOW,FOUND
Q24W10071\Q24W10071R1_RIL_VMD_PP GC - Offer.txt,,LOW,FOUND
Q24W10071\Q24W10071R2_RIL_VMD_PP GC - Offer..txt,,LOW,FOUND
Q24W10071\Q24W10071R3_RIL_VMD_PP GC - Commercial Offer..txt,,LOW,FOUND
Q24W10092\Q24W10092_GC Polysilicon Facility_RIL_JMD.txt,Q24W10092,HIGH,FOUND
Q24W10092\Q24W10092R2_GC Polysilicon Facility_RIL_JMD.txt,Q24W10092R2,HIGH,FOUND
Q24W10092\Q24W10092R3_GC Polysilicon Facility_RIL_JMD_14.08.25.txt,Q24W10092R3,HIGH,FOUND
Q24W10092\Q24W10092R4_GC Polysilicon Facility_RIL_JMD_18.08.25.txt,Q24W10092R4,HIGH,NOT_FOUND
Q24W10095\Q24W10095_O2_IOCL Panipat INDMAX Heater offer.txt,Q24W10095,HIGH,FOUND
Q24W10105\Q24W10105_RIL_NMD_GC Replacement.txt,,LOW,FOUND
Q24W10105\Q24W10105C0_RIL_NMD_GC Replacement.txt,Q24W10105C0,HIGH,FOUND
Q24W10105\Q24W10105R1_RIL_NMD_GC Replacement_.txt,,LOW,FOUND
Q24W10105\Q24W10105R2_RIL_NMD_GC Replacement.txt,,LOW,FOUND
Q24W10105\Q24W10105R3_RIL_NMD_GC Replacement.txt,,LOW,FOUND
Q24W10109\Q24W10109.txt,,LOW,FOUND
Q24W10117\Q24W10117R1_JNK_Wobbe Index Analyzer at RIL DMD_Techo Commercial offer.txt,,LOW,NOT_FOUND
Q24W10117\Q24W10117R2_JNK_Wobbe Index Analyzer at RIL DMD_Techno Commoffer.txt,,LOW,NOT_FOUND
Q24W10117\Q24W10117R3_JNK_Wobbe Index and Density Analyzer at RIL DMD_Technical offer.txt,,LOW,NOT_FOUND
Q24W10117\Q24W10117R4_JNK_Wobbe Index and Density Analyzer at RIL DMD_Technical offer.txt,,LOW,NOT_FOUND
Q24W10118\Priced Bid Q24W10118R6 Adage Reliance CPVC CEMS_12.05.2025.txt,C,HIGH,FOUND
Q24W10118\Q24W10118R1_Worley_RIL DMD_CEMS.txt,,LOW,FOUND
Q24W10118\Q24W10118R1_Worley_RIL DMD_CEMS_Commented.txt,,LOW,FOUND
Q24W10118\Q24W10118R3_Worley_RIL DMD_CEMS.txt,,LOW,FOUND
Q24W10118\Q24W10118R4_Worley_RIL DMD_CEMS.txt,Q24W10118R4,HIGH,NOT_FOUND
Q24W10118\Q24W10118R5_Worley_RIL DMD_CEMS.txt,Q24W10118R5,HIGH,NOT_FOUND
Q24W10121\Q24W10121_Tata Projects_HCDW Technical offer.txt,Q24W10121,HIGH,NOT_FOUND
Q24W10121\Q24W10121R1_Tata Projects_HCDW Technical offer.txt,Q24W10121R1,HIGH,NOT_FOUND
Q24W10121\Q24W10121R2_Tata Projects_HCDW Technical offer.txt,Q24W10121R2,HIGH,NOT_FOUND
Q24W10121\Q24W10121R3_Tata Projects_HCDW Technical offer.txt,Q24W10121R3,HIGH,NOT_FOUND
Q24W10121\Q24W10121R4_Tata Projects_HCDW Technical offer.txt,Q24W10121R4,HIGH,NOT_FOUND
Q24W10121\Q24W10121R5_Tata Projects_HCDW Techo Commercial offer.txt,Q24W10121R5,HIGH,FOUND
Q24W10122\Q24W10122R1_EDC CEMS_RIL DMD - Offer.txt,Q24W10122R1,HIGH,FOUND
Q24W10122\Q24W10122R3_EDC CEMS_RIL DMD - Offer.txt,Q24W10122R3,HIGH,FOUND
Q24W10122\Q24W10122R4_EDC CEMS_RIL DMD - Offer.txt,Q24W10122R3,HIGH,FOUND
Q24W10122\Q24W10122R5_EDC CEMS_RIL DMD - Offer.txt,Q24W10122R5,HIGH,FOUND
Q24W10122\Q24W10123R6_EDC PROCESS_RIL DMD.txt,Q24W10123R6,HIGH,NOT_FOUND
Q24W10122\Q24W10123R7_EDC PROCESS_RIL DMDR1.txt,Q24W10123R7,HIGH,NOT_FOUND
Q24W10123\Q24W10123R1_EDC PROCESS_RIL DMD - Technical Offer.txt,Q24W10123R1,HIGH,NOT_FOUND
Q24W10123\Q24W10123R2_EDC_PROCESS_RIL DMD_19.02.2025.txt,Q24W10123R2,HIGH,NOT_FOUND
Q24W10123\Q24W10123R3_EDC PROCESS_RIL DMD_13.03.2025.txt,Q24W10123R3,HIGH,NOT_FOUND
Q24W10123\Q24W10123R4_EDC PROCESS_RIL DMD.txt,Q24W10123R4,HIGH,NOT_FOUND
Q24W10123\Q24W10123R5_EDC PROCESS_RIL DMD.txt,Q24W10123R5,HIGH,NOT_FOUND
Q24W10123\Q24W10123R6_EDC PROCESS_RIL DMD.txt,Q24W10123R6,HIGH,NOT_FOUND
Q24W10123\Q24W10123R7_EDC PROCESS_RIL DMDR1.txt,,LOW,FOUND
Q24W10123\Q24W10123R8_EDC PROCESS_RIL DMDR1_18.07.2025.txt,,LOW,FOUND
Q24W10123\Q24W10123R9_EDC PROCESS_RIL DMDR1_30.07.2025.txt,Q24W10123R9,HIGH,NOT_FOUND
Q24W10123\TECHNICAL SUMMARY_Q24W10123R10_EDC PROCESS_RIL DMD_TECHNICAL.txt,Q24W10123R10,HIGH,NOT_FOUND
Q24W10124\Q24W10124_Technip_RIL DMD_Acetylene Analyser Technical offer_.txt,Q24W10124,HIGH,NOT_FOUND
Q24W10124\Q24W10124R1_Technip_RIL DMD_Acetylene Analyser Technical offer.txt,Q24W10124R1,HIGH,NOT_FOUND
Q24W10124\Q24W10124R2_Technip_RIL DMD_Acetylene Analyser Technical offer.txt,Q24W10124R2,HIGH,NOT_FOUND
Q24W10124\Q24W10124R3_Technip_RIL DMD_Acetylene Analyser Technical offer.txt,BID,HIGH,NOT_FOUND
Q24W10124\Q24W10124R4_Technip_RIL DMD_Acetylene Analyser Technical offer.txt,Q24W10124R4,HIGH,NOT_FOUND
Q24W10124\Q24W10124R5_Technip_RIL DMD_Acetylene Analyser Technical offer.txt,Q24W10124R5,HIGH,NOT_FOUND
Q24W10124\Q24W10124R6_Technip_RIL DMD_Acetylene Analyser Technical offer.txt,Q24W10124R6,HIGH,NOT_FOUND
Q24W10124\Q24W10124R7_Technip_RIL DMD_Acetylene Analyser Technical offer.txt,Q24W10124R6,HIGH,NOT_FOUND
Q24W10124\Q24W10124R8_Technip_RIL DMD_Acetylene Analyser Technical offer.txt,Q24W10124R8,HIGH,NOT_FOUND
"Q24W10125\Q24W10125_SRU Stack Analyzer for SOX, NOX, CO.txt",Q24W10125,HIGH,NOT_FOUND
"Q24W10125\Q24W10125_Tender_SRU Stack Analyzer for SOX, NOX, CO_.txt",Q24W10125_Tender,HIGH,FOUND
"Q24W10125\Q24W10125R1_SRU Stack Analyzer for SOX, NOX, CO_.txt",Q24W10125R1,HIGH,NOT_FOUND
"Q24W10125\Q24W10125R2_SRU Stack Analyzer for SOX, NOX, CO_.txt",Q24W10125R2,HIGH,NOT_FOUND
"Q24W10125\Q24W10125R3_SRU Stack Analyzer for SOX, NOX, CO_.txt",Q24W10125R3,HIGH,FOUND
"Q24W10125\Q24W10125R4_SRU Stack Analyzer for SOX, NOX, CO_.txt",Q24W10125R3,HIGH,FOUND
Q24W10126\Q24W10126R0_O2 in CL2 ANALYSER SYSTEM.txt,Q24W10126,HIGH,FOUND
Q24W10126\Q24W10126R1_O2 in CL2 ANALYSER.txt,Q24W10126R1,HIGH,FOUND
Q24W10126\Q24W10126R2_O2 in CL2 ANALYSER SYSTEM.txt,Q24W10126R2,HIGH,FOUND
Q24W10126\Q24W10126R3_O2 in CL2 ANALYSER SYSTEM_COMMERCIAL (1).txt,Q24W10126R3,HIGH,FOUND
Q24W10126\Q24W10126R3_O2 in CL2 ANALYSER SYSTEM_COMMERCIAL.txt,Q24W10126R3,HIGH,FOUND
Q24W10126\Q24W10126R4_O2 in CL2.txt,Q24W10126,HIGH,FOUND
Q24W10126\Q24W10126R5_O2 in CL2.txt,Q24W10126,HIGH,FOUND
Q24W10127\2526G010 Technoquest - Sterling Green Hydrogen.txt,2526G010,HIGH,FOUND
Q24W10128\Q24W10128R1_VCM CEMS_RIL DMD.txt,Q24W10128R1,HIGH,FOUND
Q24W10128\Q24W10128R2_VCM CEMS_RIL DMD.txt,Q24W10128R2,HIGH,FOUND
Q24W10128\Q24W10128R3_VCM CEMS_RIL DMD.txt,Q24W10128R3,HIGH,FOUND
Q24W10128\Q24W10128R4_VCM CEMS_RIL DMD.txt,Q24W10128R4,HIGH,FOUND
Q24W10128\Q24W10128R5_VCM CEMS_RIL DMD.txt,Q24W10128R5,HIGH,FOUND
Q24W10128\Q24W10128R6_VCM CEMS_RIL DMD.txt,Q24W10128R6,HIGH,FOUND
Q24W10129\Q24W10129R1_TCE_RIL DMD_Chloro Alkali package.txt,Q24W10129,HIGH,FOUND
Q24W10129\Q24W10129R2_TCE_RIL DMD_Chloro Alkali package.txt,Q24W10129,HIGH,FOUND
Q24W10129\Q24W10129R3_TCE_RIL DMD_Chloro Alkali package.txt,Q24W10129,HIGH,FOUND
Q24W10129\Q24W10129R4_TCE_RIL DMD_Chloro Alkali package - Commercial offer.txt,Q24W10129,HIGH,FOUND
Q24W10129\Q24W10129R4_TCE_RIL DMD_Chloro Alkali package.txt,Q24W10129,HIGH,FOUND
Q24W10130\Q24W10130R1_Technip_RIL DMD_DBN Cracker - Offer.txt,Q24W10130R1,HIGH,FOUND
Q24W10130\Q24W10130R2_Technip_RIL DMD_DBN Cracker - Offer.txt,Q24W10130R2,HIGH,FOUND
Q24W10130\Q24W10130R3_Technip_RIL DMD_DBN Cracker - Offer.txt,Q24W10130R3,HIGH,FOUND
Q24W10130\Q24W10130R4_Technip_RIL DMD_DBN Cracker - Offer.txt,Q24W10130R4,HIGH,FOUND
Q24W10130\Q24W10130R5_Technip_RIL DMD_DBN Cracker - Offer.txt,Q24W10130R5,HIGH,FOUND
Q24W10130\Q24W10130R6_Technip_RIL DMD_DBN Cracker - Offer.txt,Q24W10130R6,HIGH,FOUND
Q24W10130\Q24W10130R7_Technip_RIL DMD_DBN Cracker - Commercial Offer.txt,Q24W10130R7,HIGH,FOUND
Q24W10131\Q24W10131R1_VCM_Process_RIL NMD.txt,Q24W10131,HIGH,FOUND
Q24W10136\Q24W10132_Technip_RIL NMD_Acetylene_DBN Cracker.txt,Q24W10132,HIGH,NOT_FOUND
Q24W10136\Q24W10132R1_Technip_RIL NMD_Acetylene_DBN Cracker.txt,Q24W10132R1,HIGH,NOT_FOUND
Q24W10136\Q24W10132R2_Technip_RIL NMD_Acetylene_DBN Cracker.txt,Q24W10132R2,HIGH,NOT_FOUND
Q24W10136\Q24W10132R3_Technip_RIL NMD_Acetylene_DBN Cracker.txt,Q24W10132R2,HIGH,NOT_FOUND
Q24W10136\Q24W10132R4_Technip_RIL NMD_Acetylene_DBN Cracker.txt,Q24W10132R4,HIGH,NOT_FOUND
Q24X10030\Q24X10030 EM Singapore Jurong.txt,Q24X10030,HIGH,FOUND
Q24X10030\Q24X10030R1 EM Singapore Jurong.txt,Q24X10030R1,HIGH,FOUND
Q24X10030\Q24X10030R2 EM Singapore Jurong.txt,Q24X10030R2,HIGH,FOUND
Q2501B001\Offer#Q2501B001R1_GREENSOL_CEMS.txt,Q2501B001R1,HIGH,FOUND
Q2501B004\Offer#Q2501B004R1_Dalmia_Ariyalur_Techno_Commercial.txt,Q2501B004R1,HIGH,FOUND
Q2501C001\Q2501C001R1_Technip_GNFC_AMUGL.txt,Q2501C001R1,HIGH,FOUND
Q2501C001\Q2501C001R2_Technip_GNFC_AMUGL.txt,Q2501C001R2,HIGH,FOUND
Q2501E002\Offer#Q2501E002_Tata Steel H2 analyser system Techno commercial offer.txt,Q2501E002,HIGH,FOUND
Q2501E004\OFFER#Q2501E004R1_L&T _TECHNICAL_COMMERCIAL.txt,Q2501E004R1,HIGH,FOUND
Q2501E004\OFFER#Q2501E004R2_L&T _TECHNO COMMERCIAL.txt,Q2501E004R2,HIGH,FOUND
Q2501E004\OFFER#Q2501E004R3_L&T _TECHNICAL_COMMERCIAL.txt,Q2501E004R3,HIGH,FOUND
Q2501E006\OFFER#Q2501E006_SAIL_DSP_CV_ANALYSER_TECHNO_COMMERCIAL.txt,Q2501E006,HIGH,FOUND
Q2501E008\OFFER#Q2501E008R1_L&T _Techno commercial.txt,Q2501E008R1,HIGH,FOUND
Q2501E008\OFFER#Q2501E008R2_L&T _Technical.txt,Q2501E008R2,HIGH,FOUND
Q2501E008\OFFER#Q2501E008R3_L&T _Techno commercial_.txt,Q2501E008R3,HIGH,FOUND
Q2501E010\Q2501E010R1_Ellenbarrie_ASU.txt,Q2501E010R1,HIGH,FOUND
Q2501E010\Q2501E010R2_Ellenbarrie_ASU.txt,Q2501E010R2,HIGH,FOUND
Q2501E010\Q2501E010R3_Ellenbarrie_ASU.txt,Q2501E010R3,HIGH,FOUND
Q2501E010\Q2501E010R4_Ellenbarrie_ASU.txt,Q2501E010R4,HIGH,FOUND
Q2501E010\Q2501E010R5_Ellenbarrie_ASU.txt,Q2501E010R5,HIGH,FOUND
Q2501E010\Q2501E010R6_Ellenbarrie_ASU.txt,Q2501E010R6,HIGH,FOUND
Q2501E010\Q2501E010R7_Ellenbarrie_ASU.txt,Q2501E010R7,HIGH,FOUND
Q2501E011\Offer#Q2501E011R1_JSPL_CH4_TECHNICAL.txt,Q2501E011R1,HIGH,FOUND
Q2501E011\Q2501E011R2_JSPL_CH4.txt,Q2501E011R2,HIGH,FOUND
Q2501G001\2526G01R2 Aarti Industries limited CEMS - Jhagadia (1).txt,2526G01,HIGH,FOUND
Q2501G001\2526G01R2 Aarti Industries limited CEMS - Jhagadia.txt,2526G01,HIGH,FOUND
